7,8,8,9,9
9,12,10,11,13
9,8,15,9,8
9,10,10,9,13
7,11,12,11,9
10,7,9,7,7
12,7,6,15,9
6,20,8,7,9
7,10,9,12,9
9,10,9,7,11
9,8,8,12,20
8,13,8,10,10
8,10,13,12,7
10,31,8,9,9
8,9,8,8,7
7,9,9,12,7
7,25,10,12,6
7,7,18,15,7
8,11,13,11,6
7,8,9,23,10
7,22,7,18,7
8,8,7,13,8
8,11,10,10,9
6,10,6,13,7
9,17,9,19,9
28,15,19,25,25
8,13,6,13,18
12,14,7,12,11
16,15,9,25,16
12,33,6,13,9
20,14,6,19,20
11,17,35,17,15
22,22,15,13,14
12,16,13,17,19
20,17,14,18,8
20,19,18,20,13
33,31,9,12,17
19,29,22,13,18
18,45,19,9,8
17,22,19,17,17
22,25,17,17,20
21,23,17,18,17
27,17,25,17,14
8,11,38,26,16
17,17,17,17,32
17,14,25,17,17
17,17,17,18,17
20,18,17,28,20
17,17,17,18,18
17,17,17,17,17
17,17,17,17,17
17,17,17,17,17
17,17,17,17,17
17,17,17,17,17
17,17,17,17,17
17,17,17,17,17
17,17,17,17,17
17,17,17,17,17
17,25,17,17,17
17,17,17,17,23
20,17,17,17,17
17,17,17,17,17
17,17,17,17,17
17,17,17,17,17
17,17,17,17,21
17,17,17,17,17
17,17,17,17,17
17,17,17,17,17
21,17,17,17,17
17,17,28,18,17
17,17,17,18,17
17,17,17,18,17
17,17,17,18,17
17,17,18,18,17
17,28,22,18,17
17,25,17,18,17
17,18,17,18,17
17,17,17,18,17
17,19,17,17,17
19,36,17,17,17
17,25,18,17,17
17,27,17,18,17
17,28,17,19,17
17,23,17,18,17
17,43,22,18,17
17,39,17,17,17
17,25,17,17,17
17,23,17,17,17
17,21,17,17,17
17,22,24,17,17
17,31,17,17,17
17,29,17,17,17
17,35,17,17,17
17,56,17,17,17
17,26,17,18,17
17,23,17,17,17
17,33,17,17,17
17,48,17,17,19
16,37,17,17,17
17,28,17,17,17
17,19,17,18,17
17,27,17,18,17
