20,7,7,7,7
8,9,8,10,10
7,10,7,11,9
8,7,7,6,7
8,11,14,8,12
11,9,8,7,8
7,9,8,9,7
7,9,12,9,8
8,14,8,7,17
8,9,10,6,31
6,10,6,7,24
13,6,6,8,15
6,6,15,7,18
8,7,22,7,32
6,11,10,6,31
6,7,10,6,11
7,7,11,8,11
6,7,16,8,16
6,7,20,7,30
7,8,19,6,32
6,6,15,7,54
6,6,11,7,12
7,8,17,9,13
8,7,11,6,22
8,6,9,9,27
7,6,17,6,26
7,6,18,9,22
7,7,17,14,22
7,6,8,13,19
7,9,17,9,15
7,6,11,13,22
7,6,12,12,18
8,6,23,14,18
7,7,34,10,23
6,7,17,10,19
7,6,17,14,19
6,7,37,17,17
7,8,14,15,17
7,6,17,13,14
6,6,10,14,17
8,7,22,15,15
13,8,9,12,30
24,6,55,13,17
22,6,13,33,20
18,6,8,15,33
14,6,15,27,12
15,11,51,16,20
20,6,13,11,23
17,8,28,19,27
17,7,23,19,20
21,14,22,9,20
13,17,24,13,21
17,10,23,17,22
21,17,22,12,25
17,19,13,18,26
17,15,39,14,24
20,9,11,17,27
10,27,11,29,20
17,18,27,24,30
18,32,28,19,22
25,20,41,30,27
24,17,20,16,31
26,18,27,14,37
9,10,43,17,35
10,19,28,26,33
11,18,34,12,27
18,26,33,18,26
23,17,26,21,27
18,18,27,13,28
34,13,33,18,27
17,17,24,10,13
18,17,26,17,29
12,18,12,17,28
21,19,31,17,29
18,17,31,17,9
18,30,29,17,26
18,17,41,17,34
21,19,30,18,25
18,19,50,17,27
18,19,28,17,13
12,22,46,27,39
18,17,17,19,31
28,10,79,23,28
24,17,24,17,31
25,21,40,20,39
18,18,105,14,34
19,21,102,18,34
23,18,200,23,34
13,18,186,17,34
20,20,35,17,66
9,10,92,18,48
31,22,120,18,36
33,18,66,21,101
20,28,37,23,41
20,17,63,23,93
18,17,66,19,87
25,18,43,22,155
22,28,32,23,64
19,18,81,24,75
20,17,25,24,207
15,17,74,25,22
19,22,120,11,73
21,18,91,14,144
21,17,76,21,44
24,35,121,27,158
20,20,44,22,168
21,22,100,23,33
22,22,59,22,62
19,26,23,23,76
30,25,64,23,130
19,24,47,22,104
20,21,44,22,68
17,23,59,22,78
20,25,66,23,40
25,22,64,23,70
20,22,66,22,136
28,22,79,24,126
21,22,106,22,33
21,29,75,22,70
21,26,141,22,100
21,26,114,22,137
21,25,77,21,15
25,26,112,21,77
23,26,62,21,71
23,26,71,22,17
23,26,31,22,74
27,26,36,22,91
25,24,45,22,23
25,26,116,29,45
16,28,79,21,55
22,25,122,23,56
23,28,121,22,48
28,26,42,24,17
23,26,44,24,44
24,25,67,23,36
26,26,109,23,51
24,24,66,24,94
26,34,64,13,81
26,28,16,25,16
28,28,68,10,39
26,28,17,24,37
17,25,49,24,79
26,28,81,27,51
29,28,76,27,39
29,24,39,27,15
27,28,61,26,39
29,27,68,28,19
29,28,140,16,41
29,30,72,39,44
33,30,43,27,50
32,30,140,28,48
28,34,86,25,84
30,29,86,26,50
31,31,83,40,64
34,40,65,32,47
31,38,49,29,44
28,38,99,25,56
28,60,43,28,56
28,12,48,28,94
31,61,127,28,80
35,107,127,17,16
34,47,115,25,82
46,48,158,30,82
31,68,155,26,21
28,28,90,17,73
33,38,52,57,61
